invoice_id,invoice_number,external_invoice_ref,customer_id,contract_id,order_id,billing_region_id,issued_by_employee_id,invoice_date,due_date,invoice_status,subtotal_amount,tax_amount,refund_amount,paid_amount,paid_date,currency,payment_terms
170,INV-2026-000170,AR-2026-986023,275,1469,26910,8,193,2026-07-07,2026-08-21,Paid,17108.83,2224.15,0.00,18135.36,2026-07-25,usd,net 30 
171,INV-2026-000171,AR-2026-930804,1556,1993,15203,7,45,2026-06-02,2026-07-02,Paid,11785.57,1532.12,0.00,12492.70,2026-07-28,USD,Net 60
172,INV-2024-000172,AR-2024-972132,278,3582,44,7,93,2024-12-08,2024-12-23,Open,1873.29,243.53,0.00,0.00,,GBP,net 30 
173,INV-2024-000173,AR-2024-169977,819,2723,6658,11,248,2024-12-18,2025-01-17,Paid,22453.75,1571.76,0.00,23800.98,2025-01-13,USD,Net 60
174,INV-2024-000174,AR-2024-674118,2337,3471,2713,10,99,2024-11-18,2025-01-02,Open,1978.88,98.94,0.00,0.00,,EUR,Net 30
175,INV-2024-000175,AR-2024-446039,1486,3641,24505,10,28,2024-10-02,2024-11-01,Overdue,1861.50,0.00,0.00,0.00,,USD,net 30 
176,INV-2025-000176,AR-2025-520257,1261,2345,,3,252,2025-11-28,2025-12-28,Paid,322.01,22.54,0.00,341.33,2026-01-20,USD,Net 30
177,INV-2026-000177,AR-2026-637110,2231,3303,15070,9,102,2026-01-25,2026-03-26,Overdue,3173.29,412.53,0.00,0.00,,USD,Net 15
178,INV-2024-000178,AR-2024-782769,1191,1520,,11,239,2024-05-05,2024-07-04,Paid,2831.13,198.18,0.00,3001.00,2024-07-08,USD,Net 30
179,INV-2024-000179,AR-2024-510472,406,3258,17300,4,178,2024-04-21,2024-06-05,Paid,3970.28,0.00,0.00,4208.50,2024-05-29,USD,Net 45
180,INV-2024-000180,AR-2024-112369,2249,2722,9997,5,81,2024-10-22,2024-11-06,Overdue,137.53,6.88,0.00,0.00,,USD,Net 30
181,INV-2025-000181,AR-2025-360318,2154,3342,10195,3,103,2025-04-26,2025-05-26,Overdue,3132.76,407.26,0.00,0.00,,USD,net 30 
182,INV-2025-000182,AR-2025-598899,1698,2956,26264,3,273,2025-03-13,2025-04-27,Partially Paid,1417.30,99.21,0.00,896.79,2025-04-04,GBP,Net 30
183,INV-2026-000183,AR-2026-460151,1201,2122,,3,51,2026-06-21,2026-07-06,Open,6040.71,422.85,0.00,0.00,,CAD,net 30 
184,INV-2026-000184,AR-2026-551605,90,2182,,5,64,2026-04-01,2026-05-01,Overdue,39046.99,5076.11,0.00,0.00,,CAD,Net 45
185,INV-2026-000185,AR-2026-833528,1523,1508,17480,3,255,2026-02-07,2026-03-09,Overdue,10175.12,712.26,0.00,0.00,,EUR,Net 60
186,INV-2025-000186,AR-2025-182551,1984,777,5559,5,259,2025-12-08,2026-01-07,Paid,2876.77,201.37,420.80,2628.57,2026-01-26,EUR,Net 15
187,INV-2025-000187,AR-2025-585110,2244,988,,4,89,2025-03-16,2025-04-15,Overdue,3939.01,512.07,0.00,0.00,,CAD,Net 30
188,INV-2023-000188,AR-2023-693284,854,2583,8533,11,113,2023-06-24,2023-07-24,Partially Paid,5491.08,384.38,0.00,1397.81,2023-07-20,EUR,Net 30
189,INV-2025-000189,AR-2025-196583,353,1934,23244,9,241,2025-12-11,2026-01-10,Paid,18501.83,0.00,0.00,19611.94,2026-01-26,USD,Net 15
190,INV-2025-000190,AR-2025-847049,507,135,15143,8,7,2025-04-27,2025-05-27,Paid,4449.99,578.50,0.00,4716.99,2025-06-25,USD,Net 15
191,INV-2025-000191,AR-2025-706550,800,2031,21931,1,261,2025-12-28,2026-02-11,Paid,29064.45,1453.22,0.00,30808.31,2026-01-16,USD,Net 15
192,INV-2024-000192,AR-2024-320672,485,2393,113,4,154,2024-06-07,2024-07-07,Overdue,66677.03,4667.39,0.00,0.00,,GBP,Net 45
193,INV-2023-000193,AR-2023-181273,2035,943,15111,7,223,2023-09-25,2023-11-24,Paid,7569.47,984.03,0.00,8023.64,2023-11-24,CAD,net 30 
194,INV-2025-000194,AR-2025-169932,2385,2446,24204,4,226,2025-07-17,2025-08-01,Paid,9869.81,690.89,0.00,10461.99,2025-09-08,USD,Net 30
195,INV-2024-000195,AR-2024-808250,1999,723,,10,152,2024-05-18,2024-06-02,Paid,36714.34,1835.72,0.00,38917.20,2024-06-04,EUR,Net 30
196,INV-2025-000196,AR-2025-221758,286,1548,12207,4,10,2025-03-29,2025-04-13,Paid,14057.98,1827.54,0.00,14901.46,2025-05-14,CAD,Net 60
197,INV-2025-000197,AR-2025-903899,1372,259,,11,282,2025-10-31,2025-11-15,Partially Paid,27881.59,1951.71,0.00,3752.90,2025-12-10,USD,Net 15
198,INV-2024-000198,AR-2024-524476,313,2529,18409,3,5,2024-04-08,2024-05-08,Paid,4479.61,0.00,0.00,4748.38,2024-04-12,GBP,Net 45
199,INV-2023-000199,AR-2023-295533,11,2386,10685,3,103,2023-08-11,2023-09-10,Overdue,2109.16,105.46,0.00,0.00,,USD,Net 45
200,INV-2026-000200,AR-2026-919122,1945,3198,2889,2,123,2026-06-20,2026-08-04,Voided,11406.93,798.49,0.00,0.00,,USD,Net 45
201,INV-2025-000201,AR-2025-367098,362,1085,,4,94,2025-03-06,2025-04-20,Open,72.27,5.06,0.00,0.00,,CAD,Net 60
202,INV-2024-000202,AR-2024-133658,1886,2797,19405,11,147,2024-05-29,2024-06-28,Partially Paid,48258.19,0.00,0.00,12508.10,2024-06-15,USD,net 30 
203,INV-2025-000203,AR-2025-732259,1576,3686,4452,11,290,2025-11-14,2025-12-29,Open,4398.35,307.88,0.00,0.00,,GBP,Net 60
204,INV-2024-000204,AR-2024-724034,1261,2345,7064,3,210,2024-07-16,2024-07-31,Paid,593.58,41.55,0.00,629.20,2024-08-08,USD,net 30 
205,INV-2023-000205,AR-2023-199449,1187,2840,13144,5,99,2023-04-14,2023-05-29,Voided,1870.31,0.00,0.00,0.00,,GBP,Net 60
206,INV-2025-000206,AR-2025-873050,226,433,12885,5,255,2025-04-24,2025-05-24,Paid,9131.95,1187.15,0.00,9679.87,2025-06-02,EUR,Net 45
207,INV-2023-000207,AR-2023-217197,7,54,18581,4,10,2023-12-30,2024-01-29,Overdue,3851.13,500.65,0.00,0.00,,EUR,Net 30
208,INV-2026-000208,AR-2026-916002,1401,1892,20337,1,257,2026-06-20,2026-07-20,Paid,38525.95,5008.37,0.00,40837.51,2026-07-01,USD,net 30 
209,INV-2023-000209,AR-2023-946863,1503,3048,,11,57,2023-09-23,2023-11-22,Paid,1021.12,0.00,0.00,1082.38,2023-11-10,USD,Net 45
210,INV-2024-000210,AR-2024-524079,1952,2030,15739,8,289,2024-01-25,2024-03-25,Partially Paid,25340.79,0.00,0.00,12243.38,2024-03-30,USD,Net 60
211,INV-2026-000211,AR-2026-335867,1907,1997,1452,2,79,2026-06-06,2026-07-06,Partially Paid,30051.12,0.00,0.00,23739.46,2026-07-31,USD,Net 60
212,INV-2024-000212,AR-2024-424023,2163,281,19917,10,307,2024-09-13,2024-11-12,Paid,10439.23,0.00,0.00,11065.59,2024-10-08,USD,Net 45
213,INV-2023-000213,AR-2023-830718,45,3316,7654,4,269,2023-09-27,2023-10-12,Paid,3683.47,257.84,0.00,3904.48,2023-10-14,EUR,Net 15
214,INV-2025-000214,AR-2025-641117,453,2480,5231,6,210,2025-07-30,2025-09-28,Overdue,10020.94,1302.72,0.00,0.00,,USD,Net 30
215,INV-2024-000215,AR-2024-226595,1892,3219,25573,5,78,2024-03-26,2024-04-25,Paid,8272.55,413.63,0.00,8768.91,2024-04-22,USD,net 30 
216,INV-2023-000216,AR-2023-543249,2318,2780,13115,8,259,2023-08-13,2023-09-27,Overdue,9327.13,652.90,0.00,0.00,,EUR,Net 30
217,INV-2023-000217,AR-2023-494947,181,2521,6136,11,242,2023-07-07,2023-08-06,Partially Paid,6776.34,0.00,56.38,151.36,2023-08-27,USD,Net 45
218,INV-2025-000218,AR-2025-453581,171,955,14961,3,255,2025-04-12,2025-05-12,Paid,1442.87,72.14,374.39,1155.05,2025-05-27,USD,Net 60
219,INV-2023-000219,AR-2023-729028,2301,833,12561,6,198,2023-10-04,2023-10-19,Overdue,5315.32,0.00,0.00,0.00,,USD,Net 60
220,INV-2025-000220,AR-2025-711452,656,2101,2806,10,79,2025-11-27,2025-12-27,Overdue,4820.76,626.70,0.00,0.00,,GBP,Net 30
221,INV-2024-000221,AR-2024-391435,50,3599,9674,9,165,2024-06-13,2024-07-28,Paid,6360.15,318.01,0.00,6741.75,2024-07-12,USD,Net 15
222,INV-2024-000222,AR-2024-593009,1172,2151,2676,5,69,2024-08-25,2024-09-09,Paid,19778.56,0.00,0.00,20965.28,2024-10-08,USD,Net 15
223,INV-2026-000223,AR-2026-652873,1898,2846,13734,11,118,2026-05-02,2026-06-01,Paid,14523.95,1888.11,0.00,15395.39,2026-06-29,CAD,Net 45
224,INV-2026-000224,AR-2026-465356,1267,3367,12876,10,269,2026-01-22,2026-02-06,Paid,7646.48,0.00,2967.95,5137.32,2026-02-28,EUR,Net 45
225,INV-2023-000225,AR-2023-906634,2169,3186,,3,83,2023-03-03,2023-04-02,Overdue,29566.50,2069.65,0.00,0.00,,USD,Net 30
226,INV-2024-000226,AR-2024-421537,646,1994,9195,11,69,2024-04-23,2024-06-07,Voided,11810.23,826.72,0.00,0.00,,USD,Net 60
227,INV-2026-000227,AR-2026-342631,2433,1559,6826,10,5,2026-06-10,2026-07-10,Open,16337.69,0.00,0.00,0.00,,CAD,Net 15
228,INV-2025-000228,AR-2025-676286,1814,2018,,6,83,2025-09-05,2025-11-04,Partially Paid,7240.29,506.82,0.00,1753.49,2025-09-18,EUR,net 30 
229,INV-2025-000229,AR-2025-496957,908,923,19710,9,205,2025-04-16,2025-06-15,Paid,3357.99,167.90,482.96,3076.51,2025-04-22,USD,Net 30
230,INV-2023-000230,AR-2023-374909,2374,2785,,8,117,2023-07-14,2023-08-28,Partially Paid,6825.60,887.33,0.00,3702.78,2023-09-20,USD,Net 45
231,INV-2025-000231,AR-2025-713974,869,3345,12169,2,99,2025-08-23,2025-09-22,Overdue,1784.95,0.00,0.00,0.00,,USD,net 30 
232,INV-2024-000232,AR-2024-445398,1359,1265,17815,5,154,2024-12-28,2025-02-26,Paid,4320.78,0.00,0.00,4580.03,2025-01-03,USD,Net 45
233,INV-2023-000233,AR-2023-113461,993,1982,11035,7,210,2023-11-07,2023-12-07,Paid,35604.07,2492.28,0.00,37740.31,2023-12-12,USD,Net 15
234,INV-2024-000234,AR-2024-724595,1628,1223,20443,11,20,2024-01-01,2024-01-31,Paid,23326.50,3032.44,0.00,24726.09,2024-01-02,USD,Net 60
235,INV-2023-000235,AR-2023-486737,1723,1759,12923,3,258,2023-08-09,2023-09-08,Overdue,12478.68,623.93,0.00,0.00,,USD,Net 60
236,INV-2024-000236,AR-2024-300554,787,2281,23539,2,42,2024-11-24,2024-12-24,Paid,10172.75,712.09,0.00,10783.11,2024-12-31,GBP,Net 60
237,INV-2025-000237,AR-2025-359180,1541,2469,10508,2,61,2025-10-13,2025-11-27,Open,2233.05,111.65,0.00,0.00,,USD,net 30 
238,INV-2024-000238,AR-2024-322414,595,3179,19783,2,128,2024-06-20,2024-07-20,Overdue,1360.18,0.00,0.00,0.00,,USD,net 30 
239,INV-2025-000239,AR-2025-474849,2318,2780,9002,8,103,2025-09-23,2025-11-22,Open,10925.31,546.27,0.00,0.00,,EUR,Net 30
240,INV-2024-000240,AR-2024-767412,395,3190,10828,5,45,2024-06-12,2024-07-12,Partially Paid,7596.40,0.00,0.00,6007.67,2024-07-09,USD,Net 60
241,INV-2025-000241,AR-2025-620755,656,2101,23723,10,254,2025-01-02,2025-02-16,Overdue,37757.32,4908.45,0.00,0.00,,GBP,net 30 
242,INV-2023-000242,AR-2023-821001,1270,3030,1398,7,154,2023-10-20,2023-12-04,Paid,4215.73,548.04,0.00,4468.67,2023-11-21,USD,Net 30
243,INV-2023-000243,AR-2023-842524,106,2994,21205,9,231,2023-02-17,2023-04-03,Open,4719.92,0.00,0.00,0.00,,USD,net 30 
244,INV-2025-000244,AR-2025-924915,627,649,8711,11,236,2025-03-31,2025-04-30,Paid,19117.47,0.00,0.00,20264.52,2025-05-01,USD,Net 45
245,INV-2023-000245,AR-2023-928085,101,2778,7184,11,105,2023-09-03,2023-09-18,Paid,3710.75,259.75,0.00,3933.39,2023-10-07,USD,Net 30
246,INV-2025-000246,AR-2025-157936,1090,3091,,10,68,2025-10-05,2025-12-04,Paid,8496.85,0.00,0.00,9006.66,2025-10-23,USD,Net 45
247,INV-2025-000247,AR-2025-158790,2405,2468,12251,9,56,2025-11-04,2025-11-19,Open,7540.85,980.31,0.00,0.00,,GBP,Net 30
248,INV-2024-000248,AR-2024-318913,2198,3588,22660,7,44,2024-11-18,2024-12-18,Overdue,6823.10,341.15,2043.31,0.00,,USD,Net 15
249,INV-2026-000249,AR-2026-543653,840,3474,26672,9,254,2026-06-24,2026-08-23,Overdue,3455.38,241.88,0.00,0.00,,USD,Net 30
250,INV-2025-000250,AR-2025-489784,97,3607,,7,14,2025-07-08,2025-09-06,Open,4202.24,210.11,0.00,0.00,,CAD,Net 60
251,INV-2024-000251,AR-2024-499486,916,3565,4675,2,45,2024-01-16,2024-01-31,Paid,41128.39,0.00,0.00,43596.09,2024-02-17,USD,Net 60
252,INV-2025-000252,AR-2025-500753,990,2577,24527,5,289,2025-10-18,2025-12-17,Paid,24917.29,3239.25,0.00,26412.33,2025-12-03,USD,Net 45
253,INV-2024-000253,AR-2024-825791,293,3348,,6,7,2024-01-25,2024-02-24,Open,9656.78,482.84,0.00,0.00,,USD,Net 15
254,INV-2023-000254,AR-2023-566679,2365,234,17194,11,205,2023-09-02,2023-11-01,Paid,10105.95,1313.77,0.00,10712.30,2023-10-23,USD,Net 15
255,INV-2025-000255,AR-2025-952025,782,1367,9974,8,265,2025-03-17,2025-05-01,Paid,4074.96,529.75,0.00,4319.46,2025-05-04,EUR,Net 15
256,INV-2024-000256,AR-2024-488499,1840,882,,9,201,2024-04-14,2024-06-13,Paid,10467.33,0.00,0.00,11095.37,2024-06-16,GBP,Net 30
257,INV-2025-000257,AR-2025-672843,1819,2971,19896,1,156,2025-02-06,2025-03-08,Open,7605.92,988.77,0.00,0.00,,USD,Net 60
258,INV-2024-000258,AR-2024-311996,1296,1835,,8,308,2024-12-25,2025-01-09,Paid,1345.71,94.20,0.00,1426.45,2024-12-31,CAD,Net 60
259,INV-2023-000259,AR-2023-359455,1181,1568,24450,7,30,2023-12-23,2024-01-22,Partially Paid,5806.28,406.44,288.38,3131.06,2024-01-17,USD,net 30 
260,INV-2024-000260,AR-2024-219463,463,2341,19393,11,193,2024-04-08,2024-05-08,Paid,3632.89,472.28,1446.44,2404.42,2024-05-16,USD,Net 60
261,INV-2025-000261,AR-2025-409368,2124,1754,24734,11,156,2025-05-27,2025-06-11,Open,8927.20,624.90,0.00,0.00,,USD,Net 45
262,INV-2025-000262,AR-2025-253938,684,1841,17509,10,113,2025-01-15,2025-03-16,Overdue,8810.78,616.75,0.00,0.00,,USD,Net 45
263,INV-2023-000263,AR-2023-831205,2084,2766,,8,226,2023-11-05,2023-11-20,Paid,304.95,21.35,0.00,323.25,2023-12-11,USD,Net 45
264,INV-2026-000264,AR-2026-526261,1826,2881,25206,1,149,2026-05-06,2026-07-05,Paid,4014.24,200.71,0.00,4255.09,2026-06-15,GBP,Net 15
265,INV-2026-000265,AR-2026-321255,1179,3336,20051,7,113,2026-04-21,2026-06-05,Paid,13598.67,951.91,0.00,14414.59,2026-05-17,USD,Net 15
266,INV-2026-000266,AR-2026-832000,660,1564,,2,254,2026-01-18,2026-03-19,Overdue,22126.02,1548.82,0.00,0.00,,usd,Net 30
267,INV-2024-000267,AR-2024-748879,1822,1852,7781,2,192,2024-12-22,2025-01-06,Open,16080.61,2090.48,0.00,0.00,,USD,Net 60
268,INV-2023-000268,AR-2023-936695,277,2416,10660,6,231,2023-07-25,2023-08-24,Paid,13083.92,654.20,0.00,13868.95,2023-08-04,USD,Net 30
269,INV-2024-000269,AR-2024-360533,831,840,4490,11,35,2024-08-01,2024-08-31,Open,5031.12,654.05,0.00,0.00,,EUR,Net 15
270,INV-2025-000270,AR-2025-351735,355,3107,18632,7,78,2025-09-26,2025-11-10,Paid,241.40,12.07,0.00,255.88,2025-10-05,USD,Net 60
271,INV-2025-000271,AR-2025-857085,1242,2346,8458,4,190,2025-09-07,2025-10-07,Overdue,5324.47,266.22,0.00,0.00,,CAD,net 30 
272,INV-2025-000272,AR-2025-165995,468,1795,19432,9,33,2025-09-19,2025-10-19,Voided,367.51,25.73,0.00,0.00,,USD,Net 15
273,INV-2024-000273,AR-2024-668943,833,2275,4746,7,12,2024-12-10,2025-01-24,Paid,9960.59,498.03,0.00,10558.23,2024-12-18,USD,Net 60
274,INV-2025-000274,AR-2025-746482,206,953,19159,5,112,2025-11-10,2025-11-25,paid ,5185.56,259.28,0.00,0.00,2025-12-30,USD,Net 60
275,INV-2025-000275,AR-2025-625261,2347,727,16140,10,42,2025-02-09,2025-04-10,Overdue,11889.98,594.50,0.00,0.00,,USD,Net 45
276,INV-2026-000276,AR-2026-315589,2268,1760,,3,204,2026-04-16,2026-05-31,paid ,3936.12,196.81,0.00,0.00,2026-06-17,USD,Net 60
277,INV-2023-000277,AR-2023-800837,2406,1333,3482,8,179,2023-06-25,2023-08-24,Paid,20678.45,2688.20,2224.11,19695.04,2023-07-11,GBP,Net 45
278,INV-2025-000278,AR-2025-497222,1842,2523,23148,6,31,2025-01-29,2025-02-28,Overdue,5804.88,0.00,0.00,0.00,,USD,Net 60
279,INV-2025-000279,AR-2025-477942,1224,239,16648,8,201,2025-09-17,2025-11-16,Paid,13776.23,964.34,0.00,14602.81,2025-10-30,USD,Net 15
280,INV-2025-000280,AR-2025-130164,1435,994,1293,6,94,2025-01-10,2025-02-09,Paid,54003.01,3780.21,6774.80,50468.39,2025-01-31,USD,Net 30
281,INV-2025-000281,AR-2025-292171,1125,2673,2209,3,94,2025-11-20,2025-12-05,Paid,6695.27,870.39,0.00,7096.99,2026-01-20,CAD,Net 30
282,INV-2025-000282,AR-2025-302358,2454,3443,13197,2,296,2025-12-11,2026-01-10,Overdue,4056.00,527.28,0.00,0.00,,CAD,Net 30
283,INV-2025-000283,AR-2025-868655,823,3420,,4,269,2025-02-07,2025-03-09,Paid,1819.69,0.00,0.00,1928.87,2025-02-09,usd,Net 45
284,INV-2025-000284,AR-2025-898318,2261,2700,19129,4,57,2025-01-07,2025-02-06,Paid,2837.16,368.83,0.00,3007.39,2025-03-09,EUR,Net 45
285,INV-2024-000285,AR-2024-857571,497,960,922,10,239,2024-04-05,2024-05-05,Open,12453.55,871.75,2000.25,0.00,,CAD,Net 45
286,INV-2025-000286,AR-2025-250185,2116,1641,22756,3,146,2025-04-02,2025-04-17,Paid,3543.03,248.01,0.00,3755.61,2025-05-10,USD,Net 15
287,INV-2023-000287,AR-2023-293655,2309,2371,12498,9,79,2023-05-30,2023-06-29,Paid,17137.42,2227.86,0.00,18165.66,2023-07-12,USD,Net 45
288,INV-2025-000288,AR-2025-148452,2251,3502,,10,149,2025-02-12,2025-02-27,Paid,37013.76,1850.69,0.00,39234.58,2025-03-02,CAD,Net 15
289,INV-2026-000289,AR-2026-348906,251,1758,15518,7,259,2026-02-01,2026-04-02,Partially Paid,1380.70,96.65,0.00,993.36,2026-03-03,USD,Net 30
290,INV-2023-000290,AR-2023-792441,644,2437,23342,6,14,2023-04-12,2023-06-11,Overdue,9525.13,1238.27,0.00,0.00,,EUR,Net 60
291,INV-2025-000291,AR-2025-765800,1481,446,22381,2,39,2025-05-15,2025-07-14,Overdue,2811.99,365.56,0.00,0.00,,CAD,Net 30
292,INV-2023-000292,AR-2023-759296,780,2975,3263,6,107,2023-12-16,2024-01-15,Overdue,2894.72,376.31,916.40,0.00,,USD,Net 45
293,INV-2023-000293,AR-2023-184924,1072,525,8489,6,39,2023-10-03,2023-11-02,Paid,1533.20,76.66,0.00,1625.20,2023-11-27,USD,Net 15
294,INV-2023-000294,AR-2023-181288,1189,2979,16332,10,196,2023-12-23,2024-02-21,Paid,5993.32,0.00,0.00,6352.92,2024-02-13,USD,net 30 
295,INV-2023-000295,AR-2023-368559,1215,261,,2,99,2023-06-15,2023-07-15,Paid,584.79,0.00,0.00,619.87,2023-08-05,USD,Net 60
296,INV-2023-000296,AR-2023-962007,1627,328,16117,4,252,2023-06-13,2023-06-28,Paid,1762.33,88.12,0.00,1868.07,2023-07-06,USD,net 30 
297,INV-2024-000297,AR-2024-810783,386,2492,17824,2,64,2024-07-20,2024-08-04,Partially Paid,1403.11,0.00,0.00,1391.20,2024-09-25,USD,Net 45
298,INV-2025-000298,AR-2025-416752,1801,2828,4734,11,164,2025-11-09,2025-12-09,Paid,11534.78,1499.52,0.00,12226.86,2026-01-11,USD,Net 45
299,INV-2025-000299,AR-2023-503949,1245,1839,16575,3,203,2025-08-18,2025-09-17,Open,177.84,0.00,0.00,0.00,,USD,Net 45
300,INV-2024-000300,AR-2024-305184,1046,3609,13867,8,201,2024-10-24,2024-12-23,Paid,15006.20,0.00,0.00,15906.57,2024-11-14,USD,net 30 
301,INV-2025-000301,AR-2025-270058,2119,2342,20269,11,282,2025-08-24,2025-09-23,Paid,11020.41,551.02,0.00,11681.63,2025-10-23,USD,Net 30
302,INV-2026-000302,AR-2026-691745,152,2543,3072,7,79,2026-03-18,2026-04-17,Paid,11092.56,1442.03,0.00,11758.12,2026-04-28,EUR,Net 30
303,INV-2026-000303,AR-2026-393039,415,2343,20494,10,90,2026-07-14,2026-07-29,Partially Paid,2173.29,108.66,0.00,1596.23,2026-08-16,USD,Net 30
304,INV-2023-000304,AR-2023-827917,971,3277,11282,1,259,2023-07-31,2023-09-29,Paid,2696.25,0.00,0.00,2858.03,2023-08-03,USD,Net 15
305,INV-2023-000305,AR-2023-252177,88,716,9015,6,153,2023-10-08,2023-12-07,Paid,3064.92,153.25,0.00,3248.82,2023-11-09,CAD,Net 30
306,INV-2024-000306,AR-2024-745734,1566,2980,17136,9,45,2024-02-05,2024-03-06,Open,3023.73,393.09,0.00,0.00,,USD,Net 15
307,INV-2025-000307,AR-2025-757727,2053,939,17056,2,280,2025-11-12,2025-11-27,paid ,1843.70,239.68,0.00,0.00,2025-11-16,USD,Net 60
308,INV-2025-000308,AR-2025-382035,1764,3139,21850,6,209,2025-06-28,2025-08-27,Paid,20640.91,0.00,515.20,21364.16,2025-06-29,USD,Net 15
309,INV-2025-000309,AR-2025-316406,1107,2476,18985,11,265,2025-02-17,2025-03-19,Paid,7281.71,946.62,0.00,7718.61,2025-04-12,USD,Net 60
310,INV-2024-000310,AR-2024-947388,2409,1950,19653,10,68,2024-07-04,2024-07-19,Overdue,6743.75,0.00,0.00,0.00,,EUR,Net 60
311,INV-2025-000311,AR-2025-700087,1530,209,17431,3,242,2025-11-13,2026-01-12,Paid,12421.79,869.53,0.00,13167.10,2025-12-01,USD,Net 30
312,INV-2026-000312,AR-2026-368509,1463,2142,2275,11,156,2026-01-11,2026-02-25,Overdue,9121.65,0.00,0.00,0.00,,EUR,Net 30
313,INV-2025-000313,AR-2025-961196,46,2675,4504,5,248,2025-09-08,2025-09-23,Open,8711.79,435.59,0.00,0.00,,USD,Net 15
314,INV-2025-000314,AR-2025-840290,162,2444,3308,11,153,2025-01-31,2025-03-17,Paid,10443.48,0.00,0.00,11070.09,2025-02-14,USD,Net 30
315,INV-2026-000315,AR-2026-791053,1875,104,6912,8,203,2026-02-27,2026-04-28,Paid,16749.38,0.00,0.00,17754.34,2026-03-09,USD,Net 15
316,INV-2025-000316,AR-2025-470425,1235,1884,6268,3,106,2025-02-11,2025-03-13,Paid,5688.03,398.16,0.00,6029.32,2025-03-24,USD,Net 30
317,INV-2025-000317,AR-2025-920454,2495,3473,10942,5,196,2025-01-14,2025-02-13,Paid,4224.92,295.74,0.00,4478.41,2025-01-31,USD,Net 60
318,INV-2023-000318,AR-2023-465610,990,2577,3893,5,31,2023-07-03,2023-08-02,Partially Paid,12078.84,845.52,0.00,11581.48,2023-08-17,USD,Net 30
319,INV-2025-000319,AR-2025-326027,2382,1261,2747,1,307,2025-09-20,2025-11-04,Paid,11746.54,822.26,0.00,12451.33,2025-11-07,USD,net 30 
320,INV-2026-000320,AR-2026-146157,251,182,5424,7,22,2026-07-15,2026-08-14,Open,1587.55,79.38,0.00,0.00,,USD,Net 60
321,INV-2026-000321,AR-2026-298272,2289,1299,19153,8,210,2026-05-15,2026-06-29,Paid,8263.53,1074.26,0.00,8759.34,2026-06-20,USD,Net 30
322,INV-2023-000322,AR-2023-765822,51,1244,,10,94,2023-03-30,2023-04-29,Paid,6550.64,458.54,0.00,6943.67,2023-04-15,CAD,Net 30
323,INV-2026-000323,AR-2026-679549,790,1634,21398,10,106,2026-01-11,2026-01-26,paid ,4735.45,0.00,0.00,0.00,2026-02-11,USD,Net 15
324,INV-2024-000324,AR-2024-325018,363,38,,4,30,2024-07-24,2024-09-07,Paid,12146.54,607.33,0.00,12875.34,2024-08-30,USD,Net 60
325,INV-2026-000325,AR-2026-128274,942,2212,16523,1,79,2026-04-03,2026-05-03,Open,1345.17,0.00,0.00,0.00,,USD,net 30 
326,INV-2023-000326,AR-2023-353323,1739,3332,23325,8,301,2023-03-03,2023-05-02,Paid,11158.96,557.95,0.00,11828.50,2023-05-04,USD,net 30 
327,INV-2023-000327,AR-2023-692968,661,2127,15576,7,308,2023-04-02,2023-06-01,Paid,10559.97,1372.80,0.00,11193.57,2023-05-07,EUR,net 30 
328,INV-2025-000328,AR-2025-484681,1650,1179,10237,5,52,2025-07-09,2025-08-08,paid ,19863.38,2582.24,0.00,0.00,2025-08-19,GBP,Net 45
329,INV-2024-000329,AR-2024-822425,1306,1919,3259,3,258,2024-09-26,2024-10-11,Open,4626.10,323.83,0.00,0.00,,USD,Net 60
330,INV-2025-000330,AR-2025-832983,1699,2205,679,1,42,2025-12-26,2026-01-25,Open,20185.16,2624.07,0.00,0.00,,EUR,Net 60
331,INV-2026-000331,AR-2026-235204,2366,1026,3086,6,123,2026-06-19,2026-07-19,Paid,14377.58,718.88,0.00,15240.23,2026-08-13,USD,Net 60
332,INV-2024-000332,AR-2024-518806,163,3316,6653,5,76,2024-09-05,2024-11-04,Paid,8249.79,577.49,0.00,8744.77,2024-10-28,EUR,net 30 
333,INV-2024-000333,AR-2024-736972,881,750,25075,3,280,2024-03-01,2024-04-15,paid ,1469.02,190.97,0.00,0.00,2024-04-23,USD,net 30 
334,INV-2024-000334,AR-2024-394330,713,2815,24509,4,309,2024-02-07,2024-03-08,Overdue,771.47,100.29,0.00,0.00,,USD,Net 45
335,INV-2023-000335,AR-2023-785207,1010,2712,6813,2,269,2023-03-04,2023-03-19,Paid,8817.69,1146.30,1586.10,7760.65,2023-05-02,CAD,Net 60
336,INV-2026-000336,AR-2026-235809,552,2829,3262,1,301,2026-01-22,2026-03-23,Partially Paid,6427.93,321.40,0.00,6205.80,2026-03-29,USD,Net 15
337,INV-2024-000337,AR-2024-288015,1338,2773,,7,7,2024-06-20,2024-08-04,paid ,2119.14,105.96,433.09,0.00,2024-07-14,CAD,Net 60
338,INV-2023-000338,AR-2023-606392,228,3067,12628,9,179,2023-10-28,2023-12-12,Paid,2334.74,116.74,0.00,2474.83,2023-12-30,USD,Net 45
339,INV-2025-000339,AR-2025-610129,1515,1865,4392,6,93,2025-08-23,2025-10-22,Paid,25480.16,0.00,0.00,27008.97,2025-09-06,GBP,Net 30
