service_log_id,shipment_id,crate_model_id,service_region_id,technician_employee_id,service_date,service_type,expected_units,inspected_units,passed_units,scrapped_units,service_cost,inspection_notes
327,8002,66,9,275,2025-09-29,wash & inspect,24,24,23,0,53.12,
328,5411,38,2,157,2025-12-07,Repair,32,32,31,0,44.99,
329,1224,38,8,100,2026-05-31,Wash & Inspect,20,20,20,0,87.68,Seal wear
330,12239,69,1,286,2024-10-09,Wash & Inspect,6,6,6,0,94.91,
331,17985,93,9,100,2025-05-26,Decommission,40,40,40,0,17.91,Seal wear
332,17360,18,4,38,2023-09-18,Wash & Inspect,80,80,79,1,54.11, 
333,19726,68,7,217,2025-08-28,Wash & Inspect,4,4,2,2,142.23,Odor detected
334,512,89,11,54,2024-02-16,Wash & Inspect,24,24,24,0,34.39,
335,21578,74,2,88,2024-09-21,Repair,60,60,60,0,70.47,
336,26134,96,1,274,2023-05-06,Repair,4,4,4,0,65.50,awaiting QA
337,26098,90,8,53,2025-12-15,Wash & Inspect,24,24,24,0,59.22,
338,26122,31,7,124,2023-09-15,Cycle Count,60,60,60,0,49.08,RFID unreadable
339,19463,95,10,86,2023-04-16,Repair,16,16,16,0,96.25,
340,23761,31,4,132,2025-12-22,Decommission,20,20,20,0,88.89,RFID unreadable
341,3934,88,7,274,2024-09-20,Wash & Inspect,20,20,19,0,16.17,
342,14063,107,3,54,2023-10-23,Wash & Inspect,6,6,5,0,65.92,Odor detected
343,2559,94,8,170,2026-05-22,Wash & Inspect,60,62,62,0,27.85,Odor detected
344,5617,7,10,232,2026-01-13,wash & inspect,10,10,6,4,133.72,Odor detected
345,1382,3,8,167,2024-11-11,Wash & Inspect,4,4,4,0,26.31,
346,18023,37,2,2,2024-07-06,wash & inspect,80,72,72,0,76.29,RFID unreadable
347,7064,97,1,6,2023-03-09,Wash & Inspect,60,60,57,2,135.58, 
348,2692,44,11,275,2026-04-13,Wash & Inspect,32,28,28,0,68.23,
349,1460,13,11,38,2023-11-03,Wash & Inspect,32,32,32,0,67.05,
350,22106,90,10,124,2024-07-17,Wash & Inspect,8,8,8,0,21.22,
351,23450,89,4,157,2025-05-29,Repair,4,4,4,0,48.26,
352,9515,74,10,227,2024-10-15,Repair,32,32,32,0,57.70,Seal wear
353,23392,90,2,132,2026-02-10,Decommission,20,20,20,0,18.37,
354,17814,91,7,274,2025-01-08,Cycle Count,16,16,16,0,41.21,
355,17225,65,5,98,2025-10-31,Cycle Count,24,24,23,1,63.78,Count adjusted by hub
356,24593,20,2,2,2023-12-21,Repair,10,10,10,0,53.43,
357,27046,46,9,38,2024-02-27,Wash & Inspect,40,40,39,1,62.27,Odor detected
358,4976,60,11,277,2025-02-01,Wash & Inspect,20,20,20,0,31.60, 
359,1529,12,8,88,2025-09-24,Repair,10,10,10,0,44.84, 
360,8933,49,7,232,2023-03-06,Wash & Inspect,12,13,13,0,41.43,Odor detected
361,1963,18,10,275,2024-11-22,Wash & Inspect,16,16,16,0,38.71,Odor detected
362,25692,35,11,167,2024-02-17,Wash & Inspect,6,6,6,0,17.98,
363,19198,38,8,274,2025-01-26,Wash & Inspect,16,16,16,0,8.10,
364,21287,105,7,6,2025-05-05,Decommission,24,24,21,2,126.33,
365,20120,52,9,157,2025-11-04,Repair,8,8,7,0,69.37,Count adjusted by hub
366,16297,104,5,2,2024-07-21,Wash & Inspect,24,24,24,0,50.15,awaiting QA
367,9325,87,6,277,2024-04-17,Wash & Inspect,60,60,60,0,80.07,awaiting QA
368,3453,71,3,73,2023-06-25,wash & inspect,16,16,16,0,95.24,
369,15559,77,6,167,2024-12-11,wash & inspect,20,20,20,0,55.67,awaiting QA
370,26208,68,10,275,2025-01-16,Wash & Inspect,32,32,31,0,93.49,
371,15312,100,1,53,2026-05-13,Wash & Inspect,12,12,10,1,88.82,Count adjusted by hub
372,11632,14,6,275,2025-09-19,Wash & Inspect,20,20,20,0,72.60, 
373,10502,14,7,38,2025-10-01,Wash & Inspect,16,16,16,0,97.48,awaiting QA
374,23684,92,2,274,2024-04-28,Decommission,10,18,18,0,93.04,RFID unreadable
375,10204,22,10,217,2026-01-16,Wash & Inspect,60,60,60,0,12.72,
376,15525,118,5,167,2026-07-02,Cycle Count,32,28,28,0,51.49,
377,21658,91,10,275,2023-05-12,Wash & Inspect,80,80,80,0,87.72,
378,2142,78,10,124,2024-01-20,Wash & Inspect,40,44,44,0,91.14,
379,11387,7,5,38,2025-06-21,Cycle Count,32,32,32,0,10.24, 
380,20421,100,10,286,2023-10-08,Repair,12,14,14,0,44.83,awaiting QA
381,21497,11,5,274,2026-05-15,Wash & Inspect,10,12,11,0,55.65,
382,6736,108,8,73,2024-07-27,Wash & Inspect,16,16,16,0,75.52,awaiting QA
383,4309,85,10,277,2024-10-04,Cycle Count,80,79,78,1,57.09,
384,2595,29,2,27,2024-10-18,Wash & Inspect,8,8,8,0,44.50, 
385,2275,105,1,2,2024-08-09,wash & inspect,40,32,32,0,42.83,Odor detected
386,14419,82,9,227,2023-01-17,wash & inspect,80,79,79,0,21.09,
387,4765,116,7,53,2023-10-12,Cycle Count,6,6,6,0,72.97,Seal wear
388,4466,2,6,27,2025-12-05,Wash & Inspect,4,4,4,0,19.39,Count adjusted by hub
389,15148,31,11,73,2025-11-14,Wash & Inspect,12,12,8,4,157.49,RFID unreadable
390,690,103,8,232,2026-01-07,wash & inspect,8,7,7,0,70.19,Count adjusted by hub
391,24306,75,2,86,2024-11-28,Wash & Inspect,24,24,21,3,131.82,Count adjusted by hub
392,19889,13,1,124,2023-01-09,Wash & Inspect,12,12,12,0,63.33,
393,5033,81,4,6,2024-07-06,wash & inspect,40,40,40,0,89.36,Odor detected
394,8056,56,2,73,2024-08-05,Wash & Inspect,4,4,4,0,71.86,awaiting QA
395,1805,53,3,73,2025-04-28,Wash & Inspect,32,28,28,0,79.57,Count adjusted by hub
396,26866,27,2,88,2024-05-13,Wash & Inspect,60,60,60,0,43.48,Count adjusted by hub
397,8290,80,3,54,2025-07-10,Wash & Inspect,10,11,6,5,178.90,
398,25686,47,2,167,2024-05-22,Wash & Inspect,8,8,5,3,157.05, 
399,19135,8,11,6,2024-07-16,wash & inspect,40,40,36,4,121.56,RFID unreadable
400,57,27,2,100,2024-06-24,Repair,60,60,60,0,59.86,
401,12296,42,2,73,2024-08-14,Wash & Inspect,24,24,24,0,52.69,Count adjusted by hub
402,21080,75,3,100,2023-08-19,Decommission,80,80,80,0,13.85,
403,9047,88,7,283,2024-02-18,Wash & Inspect,20,20,19,0,40.83,Count adjusted by hub
404,10028,86,11,170,2026-01-20,Repair,10,10,10,0,17.68,Seal wear
405,6047,7,9,275,2025-09-08,Repair,6,6,6,0,16.53,
406,6244,84,6,227,2024-02-14,Wash & Inspect,24,24,21,2,142.88,
407,17768,56,3,124,2024-03-04,Wash & Inspect,8,8,8,0,97.83,
408,21772,84,2,124,2023-12-30,Wash & Inspect,16,15,15,0,27.36,
409,3632,115,11,170,2026-06-16,Wash & Inspect,40,40,40,0,45.35,
410,25735,83,6,86,2026-02-16,Wash & Inspect,24,24,24,0,87.97,awaiting QA
411,7139,25,2,217,2025-09-25,Decommission,4,4,4,0,83.81,Odor detected
412,17948,9,2,100,2023-03-28,Wash & Inspect,16,16,16,0,27.27,Odor detected
413,9332,95,3,141,2023-02-01,Wash & Inspect,60,60,60,0,80.44,Seal wear
414,14195,22,10,157,2024-01-28,Wash & Inspect,40,40,40,0,67.26,RFID unreadable
415,11864,16,7,132,2025-01-23,Wash & Inspect,40,40,40,0,19.76,RFID unreadable
416,1116,26,5,98,2025-02-14,wash & inspect,20,20,18,2,108.94,
417,14500,112,7,98,2025-05-24,Wash & Inspect,80,81,81,0,20.27,awaiting QA
418,3572,36,8,54,2025-08-15,wash & inspect,32,32,32,0,25.07,
419,13253,39,6,232,2025-06-17,wash & inspect,10,10,6,4,156.74,
420,15175,70,5,124,2025-05-01,Cycle Count,80,84,84,0,10.20,
421,14518,103,11,100,2025-07-25,wash & inspect,60,60,55,5,169.23,awaiting QA
422,15277,117,10,217,2025-10-07,wash & inspect,8,6,2,4,147.39,
423,7943,93,9,27,2024-07-27,Wash & Inspect,40,40,40,0,77.09,Odor detected
424,8451,8,3,275,2023-04-09,Wash & Inspect,10,8,8,0,71.53,
425,1784,73,11,170,2025-06-11,Wash & Inspect,40,32,32,0,33.42,RFID unreadable
426,11357,34,3,98,2025-06-02,Wash & Inspect,32,40,40,0,84.34,
427,3290,64,5,274,2023-07-17,wash & inspect,12,12,12,0,59.56,awaiting QA
428,11554,7,9,132,2024-10-07,Repair,8,8,8,0,82.93,Odor detected
429,5630,83,7,141,2026-03-28,Wash & Inspect,10,10,9,0,89.20,awaiting QA
430,275,53,11,277,2024-09-24,Wash & Inspect,32,32,32,0,39.17,Count adjusted by hub
431,23484,98,5,98,2024-10-22,Wash & Inspect,16,16,16,0,71.17,Count adjusted by hub
432,14654,114,9,38,2024-01-09,Wash & Inspect,8,8,8,0,70.45,
433,14651,88,5,73,2023-02-20,Decommission,12,13,13,0,76.47, 
434,3279,28,9,53,2024-10-05,Wash & Inspect,12,12,12,0,68.87,Seal wear
435,5308,82,3,167,2023-05-02,Repair,24,24,24,0,28.98, 
436,20035,27,11,38,2025-10-08,Wash & Inspect,32,32,27,5,183.34,awaiting QA
437,25945,88,4,170,2023-06-13,Wash & Inspect,80,80,80,0,67.89,
438,15322,29,8,170,2024-02-20,Cycle Count,12,12,12,0,66.22,Odor detected
439,21283,20,6,98,2024-04-02,wash & inspect,32,32,32,0,54.88,Odor detected
440,7081,84,2,100,2026-05-13,Repair,20,20,20,0,22.03,
441,7437,59,5,54,2024-10-11,Wash & Inspect,40,40,40,0,20.37,
442,12880,82,4,86,2024-10-20,Repair,40,40,40,0,78.33,Odor detected
443,14033,11,11,54,2025-06-28,wash & inspect,24,24,23,0,78.04,Seal wear
444,5042,23,5,6,2023-02-17,Wash & Inspect,80,76,76,0,62.13,
445,21646,89,10,283,2026-02-10,wash & inspect,20,20,20,0,16.73, 
446,21681,83,11,157,2025-02-07,Repair,24,24,24,0,79.64,
447,27318,87,1,86,2026-01-16,Cycle Count,6,8,8,0,82.39,
448,1771,101,5,170,2025-10-16,Wash & Inspect,80,80,80,0,26.08,Count adjusted by hub
449,18995,12,6,286,2024-05-21,Decommission,8,8,8,0,80.03,
450,11444,111,5,141,2023-03-17,Wash & Inspect,32,32,32,0,95.08,
451,13808,38,2,157,2023-08-30,Wash & Inspect,8,8,8,0,27.12,Seal wear
452,18853,72,8,274,2026-01-12,Cycle Count,32,32,32,0,9.61,Count adjusted by hub
453,24909,117,5,124,2025-11-12,Wash & Inspect,8,8,8,0,23.88,RFID unreadable
454,4646,19,9,217,2024-11-24,Wash & Inspect,4,4,4,0,14.50,Count adjusted by hub
455,23598,84,3,141,2025-01-02,Wash & Inspect,80,80,80,0,55.69,awaiting QA
456,6117,27,11,2,2025-06-19,Wash & Inspect,12,16,13,3,110.66,Count adjusted by hub
457,26142,41,3,277,2024-04-22,Decommission,16,16,15,0,70.66,
458,26677,105,10,141,2025-08-30,Wash & Inspect,40,40,40,0,34.19,Odor detected
459,2876,65,5,283,2026-04-05,Wash & Inspect,6,6,5,0,89.58,
460,13484,69,10,157,2025-01-19,wash & inspect,12,12,12,0,29.73,Odor detected
461,3074,115,8,6,2025-07-30,Wash & Inspect,16,16,16,0,76.98,RFID unreadable
462,16668,47,7,6,2024-04-24,Wash & Inspect,12,12,12,0,63.89,Seal wear
463,11144,18,2,217,2026-03-28,wash & inspect,32,31,31,0,79.76, 
464,20805,91,7,286,2023-06-04,Wash & Inspect,80,80,80,0,62.53,awaiting QA
465,6783,22,5,141,2026-04-18,Wash & Inspect,24,24,24,0,19.46,
466,404,111,2,124,2026-06-02,Decommission,20,20,18,1,64.32,
467,7402,94,4,170,2024-12-24,Wash & Inspect,10,10,5,5,198.82,RFID unreadable
468,19557,54,8,274,2023-07-05,Wash & Inspect,12,12,11,0,30.67,
469,13882,6,10,232,2023-11-04,Repair,12,12,12,0,11.26,
470,11540,83,5,27,2025-06-25,Wash & Inspect,16,14,13,1,94.15,
471,6010,51,8,2,2023-11-22,Wash & Inspect,16,16,16,0,82.78,Odor detected
472,9977,74,8,53,2026-04-13,Wash & Inspect,12,12,12,0,72.08,
473,26484,85,11,275,2023-02-19,Wash & Inspect,32,24,24,0,74.83, 
474,18860,44,11,277,2026-04-10,Wash & Inspect,10,10,10,0,9.33,Count adjusted by hub
475,14522,97,6,141,2026-06-14,Wash & Inspect,16,16,16,0,17.17,Count adjusted by hub
476,5243,90,3,100,2023-05-10,Wash & Inspect,80,76,75,1,117.01,awaiting QA
477,13940,105,8,283,2024-08-31,Repair,80,81,81,0,23.68,Count adjusted by hub
478,9665,102,4,38,2024-08-27,wash & inspect,16,16,15,0,68.38,Odor detected
479,21114,28,10,141,2024-07-01,wash & inspect,4,4,4,0,20.86,
480,26453,60,9,54,2023-06-18,Repair,4,4,4,0,39.67,Seal wear
481,25773,91,10,283,2024-10-05,Wash & Inspect,16,14,13,0,12.62,RFID unreadable
482,13077,2,2,227,2026-07-07,Wash & Inspect,10,10,10,0,53.39, 
483,24155,111,3,2,2024-04-02,Repair,40,40,39,0,76.07, 
484,18523,55,6,217,2025-07-04,Repair,20,20,20,0,35.87,RFID unreadable
485,23762,118,3,170,2023-10-16,Wash & Inspect,24,24,24,0,35.15,awaiting QA
486,17437,117,7,232,2024-04-16,wash & inspect,16,16,16,0,17.94,Seal wear
487,5920,44,9,217,2025-03-09,Wash & Inspect,4,4,4,0,72.50,Odor detected
488,19779,51,8,2,2024-07-18,Wash & Inspect,32,32,32,0,24.49,Odor detected
489,7917,106,6,98,2025-05-26,Wash & Inspect,32,32,31,0,90.45,Seal wear
490,17887,46,10,232,2024-07-17,Repair,60,60,60,0,65.09, 
491,11198,55,11,170,2025-09-11,Cycle Count,12,12,8,4,144.17,
492,16622,42,6,232,2026-01-06,Cycle Count,24,24,19,5,179.09, 
493,21014,52,8,274,2023-04-10,Wash & Inspect,40,40,39,0,97.52,Seal wear
494,12,104,11,54,2023-04-14,Wash & Inspect,6,6,6,0,89.79, 
495,7912,34,10,217,2023-07-09,Wash & Inspect,12,12,12,0,80.56, 
496,2455,23,10,53,2023-06-13,wash & inspect,32,32,32,0,76.17,
497,25052,4,6,286,2023-05-26,Wash & Inspect,80,80,80,0,92.48,
498,6454,12,2,157,2025-12-27,Repair,8,0,0,0,32.18,Seal wear
499,15806,84,4,86,2025-06-22,wash & inspect,10,10,6,4,152.76, 
500,17107,82,6,2,2023-08-30,Wash & Inspect,6,6,6,0,97.39, 
501,3746,112,10,157,2026-04-23,Wash & Inspect,40,40,40,0,21.55,awaiting QA
502,13217,80,7,73,2025-07-05,Wash & Inspect,16,16,16,0,8.23,RFID unreadable
503,25292,82,9,286,2024-04-10,Wash & Inspect,10,14,14,0,31.76,awaiting QA
504,10687,113,3,2,2025-02-19,Decommission,10,10,10,0,74.70,
505,23164,88,9,283,2025-04-24,Repair,16,16,16,0,35.23,RFID unreadable
506,11113,115,2,217,2023-08-26,Wash & Inspect,24,24,24,0,32.00,
507,24103,14,1,232,2024-10-16,Wash & Inspect,80,80,80,0,65.03,RFID unreadable
508,4531,60,3,274,2025-03-23,Wash & Inspect,10,10,10,0,40.57,Odor detected
509,5126,14,9,124,2025-06-13,Wash & Inspect,32,32,32,0,48.43,Seal wear
510,8795,3,6,124,2024-10-19,Wash & Inspect,24,28,28,0,12.26,RFID unreadable
511,11597,97,6,88,2026-03-12,Wash & Inspect,60,56,56,0,21.07, 
512,25053,54,2,73,2023-09-26,Wash & Inspect,80,80,80,0,73.47,RFID unreadable
513,25691,58,6,2,2023-04-07,Cycle Count,10,10,10,0,20.23,
514,11079,37,5,38,2023-08-01,Wash & Inspect,80,80,80,0,62.41,
515,16484,71,9,124,2025-10-17,Wash & Inspect,32,32,32,0,31.84, 
516,3315,76,7,141,2026-05-10,Wash & Inspect,32,32,31,0,80.90,Count adjusted by hub
517,14606,72,1,277,2024-03-13,Wash & Inspect,10,10,10,0,89.67,RFID unreadable
518,2264,43,1,73,2023-09-07,Decommission,20,20,20,0,62.24,Seal wear
519,2427,99,9,124,2023-09-04,Repair,4,4,4,0,50.11,
520,18087,74,10,27,2024-12-02,Repair,32,32,32,0,92.26,Count adjusted by hub
521,14834,35,6,170,2024-04-19,Wash & Inspect,8,8,3,5,186.47,Count adjusted by hub
522,10299,96,8,157,2024-02-25,Wash & Inspect,4,4,4,0,24.40,Count adjusted by hub
523,12126,95,1,73,2026-06-14,Wash & Inspect,60,60,60,0,44.83,Odor detected
524,3064,77,7,132,2025-09-06,Repair,10,10,10,0,47.88, 
525,1612,83,1,86,2024-11-22,Repair,8,8,8,0,18.03,Count adjusted by hub
526,13478,32,6,132,2024-06-12,Cycle Count,6,6,6,0,70.26,
527,3123,68,9,217,2024-01-29,Wash & Inspect,10,10,10,0,52.74,Odor detected
528,10043,97,1,277,2025-02-21,Wash & Inspect,32,32,31,0,11.10,Odor detected
529,9014,6,2,124,2024-12-25,Wash & Inspect,8,8,8,0,37.13,RFID unreadable
530,15016,90,9,232,2024-04-30,Wash & Inspect,24,16,16,0,36.73, 
531,12277,9,3,227,2023-03-01,Wash & Inspect,6,6,5,0,86.22, 
532,25487,59,11,100,2024-08-03,Wash & Inspect,10,10,6,4,179.32, 
533,20626,40,11,274,2026-02-08,Repair,6,7,7,0,53.78,Seal wear
534,1617,96,7,124,2023-02-26,Decommission,20,20,19,1,106.11,Count adjusted by hub
535,745,27,7,170,2024-10-08,Repair,12,12,12,0,21.08,Count adjusted by hub
536,14885,79,7,274,2026-01-10,Cycle Count,40,40,40,0,74.81,RFID unreadable
537,7550,10,9,54,2023-12-28,Wash & Inspect,12,14,14,0,63.64, 
538,10270,38,6,86,2025-06-24,Repair,32,32,32,0,13.82, 
539,10080,25,7,283,2025-05-11,Repair,10,10,10,0,86.28,awaiting QA
540,20386,91,1,38,2024-03-01,Wash & Inspect,32,32,32,0,56.75,awaiting QA
541,6199,53,7,88,2023-07-07,Decommission,8,8,8,0,33.03,Seal wear
542,21983,4,2,88,2026-07-01,Wash & Inspect,6,4,3,0,39.95,
543,19489,106,5,100,2024-04-01,Wash & Inspect,24,24,22,2,113.46,
544,19041,40,8,88,2026-02-08,Wash & Inspect,4,3,3,0,76.44,Count adjusted by hub
545,16692,59,8,227,2025-11-20,Wash & Inspect,32,32,31,1,104.81,RFID unreadable
546,20481,68,9,227,2023-01-24,Wash & Inspect,4,4,3,0,51.40,
547,18623,69,10,100,2025-07-08,Wash & Inspect,80,80,80,0,86.20,awaiting QA
548,20721,35,6,6,2023-08-12,Wash & Inspect,60,60,60,0,79.65,
549,23474,77,6,167,2024-06-06,Wash & Inspect,8,8,8,0,36.45,
550,24730,30,3,157,2024-07-22,wash & inspect,60,62,62,0,77.27,RFID unreadable
551,26759,41,5,227,2024-07-19,Wash & Inspect,16,16,14,2,71.14,Odor detected
552,11721,110,6,232,2025-08-16,Decommission,12,12,12,0,78.01,
553,9013,68,7,141,2026-07-02,Cycle Count,10,10,10,0,64.16, 
554,21762,29,8,170,2025-07-14,Wash & Inspect,60,52,52,0,92.77, 
555,21537,91,11,6,2024-11-18,Repair,20,20,20,0,42.64, 
556,10689,7,11,6,2023-11-20,Wash & Inspect,24,24,24,0,50.99,
557,20739,14,10,86,2025-05-20,Wash & Inspect,16,16,16,0,70.12,
558,2935,115,4,73,2023-10-19,Wash & Inspect,10,10,6,4,191.75,
559,11582,11,8,98,2024-03-04,Wash & Inspect,4,4,4,0,64.74,
560,4645,98,11,73,2023-11-19,wash & inspect,40,40,40,0,70.56,Seal wear
561,21572,58,5,38,2025-06-16,Wash & Inspect,4,4,1,3,102.56,Seal wear
562,16766,23,2,54,2026-02-12,Wash & Inspect,12,12,12,0,96.50,
563,4860,80,8,100,2025-07-07,Wash & Inspect,60,60,60,0,32.77,Odor detected
564,19682,77,8,2,2023-09-14,Wash & Inspect,60,60,60,0,58.50,
565,27155,7,10,98,2025-04-02,Wash & Inspect,16,18,17,0,36.73,awaiting QA
566,8152,38,4,6,2024-04-26,Wash & Inspect,40,40,40,0,86.18,RFID unreadable
567,10505,102,3,141,2024-09-05,Wash & Inspect,6,6,1,5,186.18, 
568,13610,6,11,2,2025-06-09,Wash & Inspect,24,24,24,0,66.30,Odor detected
569,24558,79,2,157,2025-09-18,Wash & Inspect,24,24,24,0,53.54,
570,10421,100,1,141,2024-07-08,Wash & Inspect,24,24,24,0,65.81,awaiting QA
571,2586,35,5,157,2025-03-14,Wash & Inspect,10,6,5,1,54.85,
572,21776,41,3,132,2023-08-27,Wash & Inspect,24,24,23,0,28.29,Count adjusted by hub
573,1827,73,10,227,2026-01-12,Wash & Inspect,12,12,12,0,29.18,
574,18925,47,3,157,2026-05-28,Cycle Count,8,8,6,2,118.72,
575,21964,101,11,124,2023-06-03,Wash & Inspect,80,80,78,2,77.15,
576,21971,91,4,132,2025-07-20,Repair,40,40,40,0,65.95,RFID unreadable
577,8263,45,11,232,2024-11-08,Wash & Inspect,8,8,8,0,76.67,Count adjusted by hub
578,8932,43,6,167,2026-07-10,Wash & Inspect,80,80,80,0,17.90,
579,24200,67,1,141,2025-09-26,Repair,8,12,12,0,61.31,RFID unreadable
580,8478,47,8,6,2023-03-08,Wash & Inspect,8,8,8,0,34.40,awaiting QA
581,26911,59,11,98,2024-11-28,Repair,16,16,16,0,35.07,
582,915,2,7,217,2024-03-12,Wash & Inspect,32,32,31,0,10.51,
583,21321,107,3,167,2024-02-02,Wash & Inspect,60,60,60,0,38.19,RFID unreadable
584,4070,46,8,286,2025-09-02,Wash & Inspect,60,60,60,0,16.74,
585,82,76,7,275,2026-07-07,Wash & Inspect,10,6,5,0,78.11,
586,26340,66,1,217,2023-07-30,Wash & Inspect,24,24,24,0,22.48,Odor detected
587,8459,113,10,232,2023-12-10,Wash & Inspect,40,44,44,0,20.71,
588,9166,91,2,53,2023-10-08,Wash & Inspect,10,10,10,0,17.42,Odor detected
589,6698,99,3,170,2026-01-19,Wash & Inspect,6,8,8,0,68.04,
590,2366,103,9,124,2023-06-14,Cycle Count,60,60,59,0,62.50,Count adjusted by hub
591,4719,62,4,286,2025-01-24,Wash & Inspect,24,24,24,0,23.66,Seal wear
592,25771,79,3,227,2026-01-08,Wash & Inspect,16,16,16,0,90.56,Count adjusted by hub
593,23014,59,1,27,2025-01-30,Wash & Inspect,32,32,29,3,137.95, 
594,6835,75,11,275,2024-08-11,Repair,10,8,8,0,45.35,Seal wear
595,1295,91,7,100,2023-09-07,Decommission,16,16,16,0,24.03,awaiting QA
596,8124,113,1,27,2025-01-23,Wash & Inspect,8,8,8,0,61.28,
597,12203,69,4,167,2023-03-07,Wash & Inspect,32,30,30,0,58.56,
598,10180,21,7,286,2023-05-22,Wash & Inspect,20,20,20,0,96.44,
599,13730,48,2,98,2024-04-26,Wash & Inspect,20,20,20,0,94.90,Seal wear
600,1649,12,9,157,2025-03-03,wash & inspect,4,4,4,0,95.08,awaiting QA
601,15962,80,9,53,2026-04-10,wash & inspect,12,12,12,0,61.19,RFID unreadable
602,2332,19,8,38,2024-10-31,Wash & Inspect,12,12,12,0,40.57,Odor detected
603,7732,105,6,283,2023-12-20,Repair,10,10,10,0,25.52, 
604,24325,67,10,227,2026-01-22,Repair,24,26,26,0,59.86,Odor detected
605,3979,77,6,274,2026-02-08,Wash & Inspect,10,10,9,1,77.04,Seal wear
606,6689,62,7,54,2023-04-08,Wash & Inspect,12,14,14,0,64.92,
607,2242,15,4,277,2023-11-12,Wash & Inspect,24,24,21,3,122.30,
608,8105,77,7,274,2024-12-05,Wash & Inspect,8,8,6,1,54.14,awaiting QA
609,12740,102,2,167,2023-07-05,Wash & Inspect,12,12,11,1,74.48,
610,2973,10,2,141,2024-11-19,Repair,10,10,10,0,42.68, 
611,10366,110,6,277,2024-12-18,Cycle Count,10,8,8,0,53.56,
612,22178,36,3,27,2025-08-22,Decommission,6,0,0,0,94.29,
613,20593,106,4,274,2025-10-05,Wash & Inspect,6,6,6,0,94.29, 
614,97,38,2,167,2025-12-12,wash & inspect,12,12,12,0,17.61,
615,24618,112,7,275,2025-12-19,Wash & Inspect,12,12,9,3,105.32,
616,11397,99,5,170,2025-10-18,Cycle Count,60,60,60,0,73.60,Seal wear
617,8826,95,11,277,2024-11-16,Repair,24,24,24,0,22.18,
618,22561,81,9,100,2026-06-16,Wash & Inspect,60,60,60,0,44.39,
619,529,118,6,167,2025-06-23,Repair,60,60,60,0,11.46,
620,14081,25,7,277,2025-02-05,Wash & Inspect,60,60,60,0,28.07,
621,6245,51,1,27,2025-03-16,Repair,16,16,16,0,69.67,RFID unreadable
622,9253,17,6,283,2026-02-15,Repair,40,40,35,4,191.53,awaiting QA
623,14630,97,2,100,2026-02-03,Wash & Inspect,20,20,19,0,32.75,
624,6485,111,1,141,2025-10-03,Wash & Inspect,4,0,0,0,65.67,
625,7304,24,3,277,2023-12-02,Wash & Inspect,24,24,23,0,11.67,Odor detected
626,2408,68,11,73,2024-05-20,Wash & Inspect,8,8,8,0,35.86,awaiting QA
627,12378,108,11,124,2025-08-30,Wash & Inspect,40,40,40,0,71.98, 
628,7626,71,4,53,2023-01-17,Repair,4,4,4,0,89.23,
629,10511,102,8,2,2025-03-22,Wash & Inspect,40,40,40,0,10.42,
630,7996,105,3,141,2025-05-30,Wash & Inspect,20,20,20,0,50.86,Seal wear
631,17402,37,1,100,2024-01-01,Wash & Inspect,10,10,9,0,58.19,Count adjusted by hub
632,14849,80,5,286,2024-10-09,Wash & Inspect,12,12,12,0,45.05,
633,1684,12,3,170,2024-10-11,Wash & Inspect,80,80,80,0,82.76,Odor detected
634,20315,102,10,232,2026-02-03,Wash & Inspect,20,20,20,0,63.77,
635,1636,15,3,2,2024-10-22,Cycle Count,60,60,56,4,112.15, 
636,10097,49,8,38,2025-01-31,Wash & Inspect,6,6,6,0,37.65,awaiting QA
637,14180,18,2,227,2025-02-26,Wash & Inspect,8,9,9,0,70.25,
638,856,50,3,98,2023-11-10,Cycle Count,20,20,20,0,57.95,
639,21687,1,8,53,2025-11-16,Wash & Inspect,6,6,6,0,18.10, 
640,8232,70,9,141,2025-05-31,Cycle Count,8,8,7,1,72.81,RFID unreadable
641,19844,99,6,275,2026-04-25,Wash & Inspect,6,6,6,0,35.38,Odor detected
642,17248,2,2,124,2024-01-01,Wash & Inspect,16,16,15,0,57.67,RFID unreadable
643,14315,98,9,86,2024-07-11,Wash & Inspect,12,12,12,0,19.73,Count adjusted by hub
644,1875,28,6,232,2025-11-02,Repair,4,5,0,5,192.67,Count adjusted by hub
645,25672,78,6,38,2023-02-28,Wash & Inspect,4,4,4,0,16.69,Count adjusted by hub
646,3199,117,10,86,2025-06-05,wash & inspect,32,32,32,0,74.46, 
647,17160,99,2,157,2025-08-03,Wash & Inspect,16,24,24,0,93.82,Odor detected
648,14087,3,8,53,2026-05-15,Cycle Count,4,4,4,0,58.82,Count adjusted by hub
649,20300,19,8,277,2024-11-07,Wash & Inspect,24,24,24,0,78.54,Count adjusted by hub
650,18652,13,11,277,2025-09-03,Cycle Count,60,60,60,0,54.25,
651,5972,106,10,38,2023-09-28,Cycle Count,8,4,3,0,28.21, 
652,23340,45,1,6,2025-11-13,Wash & Inspect,20,21,21,0,41.69,Odor detected
653,19724,72,8,217,2024-07-08,wash & inspect,12,12,11,0,67.21,Seal wear
654,21475,12,1,124,2024-10-31,Wash & Inspect,12,12,12,0,92.26,awaiting QA
655,11519,63,3,275,2023-02-16,Wash & Inspect,16,18,18,0,94.22,Seal wear
656,1532,70,10,132,2024-03-13,Wash & Inspect,24,20,20,0,10.90,Odor detected
